model,dataset,num_keys,num_updates,fvq_acc,cvq_acc,gap,fvq_ci_lower,fvq_ci_upper,cvq_ci_lower,cvq_ci_upper,n_trials,max_trials,source_file
Qwen3.5-9B,arbitrary_single,10,50,0.84,0.64,0.2,0.76,0.91,0.55,0.73,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,10,75,0.71,0.66,0.05,0.62,0.79,0.56,0.75,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,10,100,0.72,0.47,0.25,0.63,0.8,0.38,0.57,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,15,5,0.86,0.73,0.13,0.79,0.92,0.64,0.82,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,15,7,0.84,0.63,0.21,0.77,0.91,0.53,0.73,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,15,10,0.79,0.6,0.19,0.71,0.87,0.5,0.7,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,15,15,0.73,0.65,0.08,0.64,0.81,0.56,0.74,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,15,20,0.78,0.54,0.24,0.7,0.86,0.44,0.64,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,15,30,0.8,0.45,0.35,0.72,0.88,0.35,0.5402,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,15,50,0.78,0.48,0.3,0.7,0.86,0.39,0.57,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,15,75,0.8,0.4,0.4,0.72,0.87,0.31,0.49,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,15,100,0.72,0.43,0.29,0.6298,0.81,0.33,0.53,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,20,5,0.8,0.58,0.22,0.72,0.87,0.48,0.68,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,20,7,0.71,0.52,0.19,0.62,0.8,0.42,0.61,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,20,10,0.8,0.56,0.24,0.72,0.88,0.47,0.66,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,20,15,0.75,0.58,0.17,0.66,0.83,0.48,0.67,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,20,20,0.77,0.57,0.2,0.69,0.85,0.47,0.66,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,20,30,0.76,0.52,0.24,0.67,0.84,0.43,0.62,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,20,50,0.74,0.5,0.24,0.65,0.82,0.4,0.6,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,20,75,0.77,0.45,0.32,0.68,0.85,0.35,0.55,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,20,100,0.68,0.38,0.3,0.59,0.77,0.29,0.47,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,25,5,0.69,0.53,0.16,0.59,0.78,0.43,0.63,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,25,7,0.75,0.58,0.17,0.66,0.83,0.48,0.67,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,25,10,0.73,0.55,0.18,0.65,0.82,0.4598,0.64,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,25,15,0.76,0.54,0.22,0.67,0.84,0.44,0.63,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,25,20,0.69,0.55,0.14,0.6,0.78,0.45,0.64,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,25,30,0.72,0.45,0.27,0.63,0.8,0.36,0.55,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,25,50,0.74,0.39,0.35,0.65,0.83,0.29,0.49,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,25,75,0.71,0.51,0.2,0.61,0.8,0.41,0.6002,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,30,5,0.75,0.54,0.21,0.66,0.83,0.44,0.63,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,30,7,0.74,0.54,0.2,0.65,0.82,0.44,0.64,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,30,10,0.75,0.57,0.18,0.66,0.83,0.47,0.67,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,30,15,0.72,0.52,0.2,0.63,0.81,0.42,0.62,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,30,20,0.7,0.57,0.13,0.61,0.79,0.48,0.67,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,30,30,0.72,0.52,0.2,0.63,0.81,0.42,0.61,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,30,50,0.76,0.46,0.3,0.67,0.84,0.37,0.55,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,arbitrary_single,30,75,0.65,0.44,0.21,0.55,0.74,0.35,0.54,100,100,v3/results_vllm/arbitrary_single/Qwen3.5-9B/stage1_sweep_20260509_100749.json
Qwen3.5-9B,semantic_multi,2,5,1.0,0.99,0.01,1.0,1.0,0.96,1.0,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,2,7,1.0,0.93,0.07,1.0,1.0,0.88,0.98,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,2,10,1.0,0.98,0.02,1.0,1.0,0.95,1.0,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,2,15,1.0,0.9,0.1,1.0,1.0,0.84,0.95,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,2,20,1.0,0.96,0.04,1.0,1.0,0.92,0.99,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,2,30,1.0,0.91,0.09,1.0,1.0,0.85,0.96,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,2,50,1.0,0.85,0.15,1.0,1.0,0.78,0.92,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,3,5,0.99,0.96,0.03,0.97,1.0,0.92,0.99,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,3,7,1.0,0.93,0.07,1.0,1.0,0.88,0.98,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,3,10,1.0,0.87,0.13,1.0,1.0,0.8,0.93,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,3,15,1.0,0.83,0.17,1.0,1.0,0.75,0.9,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,3,20,0.98,0.84,0.14,0.95,1.0,0.77,0.91,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,3,30,0.98,0.82,0.16,0.95,1.0,0.75,0.89,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,3,50,0.99,0.83,0.16,0.97,1.0,0.75,0.9,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,5,5,0.98,0.85,0.13,0.95,1.0,0.78,0.92,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,5,7,1.0,0.84,0.16,1.0,1.0,0.76,0.91,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,5,10,0.99,0.8,0.19,0.97,1.0,0.72,0.87,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,5,15,0.94,0.75,0.19,0.89,0.98,0.66,0.83,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,5,20,0.95,0.82,0.13,0.9,0.99,0.74,0.89,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,5,30,0.86,0.79,0.07,0.79,0.92,0.7,0.87,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,5,50,0.91,0.86,0.05,0.85,0.96,0.79,0.92,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,7,5,0.98,0.88,0.1,0.95,1.0,0.82,0.94,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,7,7,0.99,0.77,0.22,0.97,1.0,0.68,0.85,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,7,10,0.93,0.77,0.16,0.88,0.97,0.68,0.84,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,7,15,0.9,0.8,0.1,0.84,0.96,0.72,0.87,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,7,20,0.9,0.76,0.14,0.84,0.95,0.67,0.84,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,7,30,0.89,0.78,0.11,0.82,0.95,0.7,0.86,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,7,50,0.8,0.68,0.12,0.72,0.87,0.58,0.77,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,10,5,0.96,0.71,0.25,0.92,0.99,0.62,0.8,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,10,7,0.9,0.7,0.2,0.84,0.95,0.61,0.79,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,10,10,0.8,0.66,0.14,0.72,0.8702,0.57,0.75,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,10,15,0.86,0.79,0.07,0.79,0.92,0.7,0.86,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,10,20,0.84,0.77,0.07,0.7698,0.91,0.68,0.85,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,10,30,0.82,0.74,0.08,0.74,0.89,0.65,0.83,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,10,50,0.78,0.68,0.1,0.69,0.86,0.58,0.77,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,15,5,0.93,0.76,0.17,0.88,0.97,0.67,0.84,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,15,7,0.9,0.69,0.21,0.84,0.95,0.6,0.78,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,15,10,0.88,0.67,0.21,0.81,0.94,0.5798,0.76,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,15,15,0.82,0.77,0.05,0.74,0.89,0.69,0.85,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,15,20,0.8,0.68,0.12,0.72,0.87,0.58,0.77,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,15,30,0.89,0.53,0.36,0.83,0.95,0.43,0.63,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,15,50,0.77,0.59,0.18,0.69,0.8402,0.5,0.68,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,20,5,0.86,0.75,0.11,0.79,0.92,0.66,0.84,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,20,7,0.84,0.75,0.09,0.76,0.91,0.67,0.83,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,20,10,0.92,0.66,0.26,0.86,0.97,0.57,0.75,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,20,15,0.78,0.69,0.09,0.7,0.86,0.6,0.78,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,20,20,0.81,0.67,0.14,0.7298,0.88,0.58,0.76,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,20,30,0.68,0.6,0.08,0.59,0.77,0.5,0.69,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,20,50,0.75,0.59,0.16,0.66,0.83,0.5,0.69,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,25,5,0.85,0.74,0.11,0.78,0.92,0.65,0.8202,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,25,7,0.83,0.62,0.21,0.75,0.9,0.52,0.71,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,25,10,0.8,0.69,0.11,0.71,0.87,0.6,0.77,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,25,15,0.86,0.56,0.3,0.79,0.93,0.46,0.66,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,25,20,0.77,0.57,0.2,0.68,0.85,0.47,0.67,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,25,30,0.81,0.57,0.24,0.73,0.88,0.48,0.67,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,25,50,0.79,0.55,0.24,0.71,0.8602,0.45,0.64,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,30,5,0.84,0.77,0.07,0.77,0.91,0.68,0.85,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,30,7,0.8,0.64,0.16,0.72,0.88,0.5498,0.73,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,30,10,0.83,0.7,0.13,0.75,0.9,0.61,0.79,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,30,15,0.72,0.66,0.06,0.63,0.8,0.57,0.75,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,30,20,0.77,0.61,0.16,0.69,0.85,0.52,0.71,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,30,30,0.85,0.61,0.24,0.78,0.92,0.52,0.7,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
Qwen3.5-9B,semantic_multi,30,50,0.78,0.54,0.24,0.7,0.8502,0.44,0.63,100,100,v3/results_vllm/semantic_multi/Qwen3.5-9B/stage1_sweep_20260509_105120.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,2,5,0.97,0.05,0.92,0.93,1.0,0.01,0.0902,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,2,7,0.98,0.02,0.96,0.95,1.0,0.0,0.05,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,2,10,0.9,0.02,0.88,0.83,0.95,0.0,0.05,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,2,15,0.9,0.03,0.87,0.84,0.95,0.0,0.07,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,2,20,0.9,0.02,0.88,0.84,0.96,0.0,0.05,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,2,30,0.9,0.13,0.77,0.84,0.96,0.07,0.2,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,2,50,0.91,0.38,0.53,0.85,0.96,0.28,0.48,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,2,75,0.77,0.14,0.63,0.69,0.85,0.07,0.21,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,2,100,0.75,0.05,0.7,0.66,0.83,0.01,0.1,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,3,5,0.93,0.08,0.85,0.88,0.97,0.03,0.13,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,3,7,0.96,0.09,0.87,0.92,0.99,0.04,0.15,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,3,10,0.93,0.07,0.86,0.87,0.98,0.03,0.12,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,3,15,0.89,0.14,0.75,0.83,0.95,0.08,0.21,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,3,20,0.85,0.15,0.7,0.78,0.92,0.09,0.23,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,3,30,0.78,0.27,0.51,0.7,0.86,0.18,0.3502,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,3,50,0.55,0.07,0.48,0.46,0.65,0.02,0.12,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,3,75,0.38,0.23,0.15,0.2898,0.4702,0.15,0.31,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,5,5,0.86,0.18,0.68,0.79,0.92,0.11,0.26,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,5,7,0.83,0.18,0.65,0.76,0.9,0.11,0.26,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,5,10,0.8,0.22,0.58,0.72,0.8702,0.14,0.3,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,5,15,0.74,0.32,0.42,0.65,0.83,0.23,0.41,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,5,20,0.43,0.44,-0.01,0.33,0.53,0.34,0.54,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,5,30,0.37,0.12,0.25,0.28,0.47,0.06,0.19,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,5,50,0.13,0.31,-0.18,0.07,0.1902,0.2298,0.4,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,7,5,0.89,0.37,0.52,0.83,0.95,0.28,0.4602,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,7,7,0.79,0.28,0.51,0.71,0.86,0.19,0.37,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,7,10,0.58,0.31,0.27,0.49,0.67,0.22,0.4,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,7,15,0.35,0.32,0.03,0.26,0.45,0.23,0.41,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,7,20,0.33,0.29,0.04,0.24,0.43,0.2,0.38,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,7,30,0.11,0.2,-0.09,0.05,0.18,0.13,0.28,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,10,5,0.63,0.35,0.28,0.53,0.7202,0.26,0.44,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,10,7,0.4,0.29,0.11,0.3,0.49,0.2,0.37,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
TinyLlama-1.1B-Chat-v1.0,arbitrary_single,10,10,0.29,0.34,-0.05,0.2,0.38,0.25,0.43,100,100,v3/results_vllm/arbitrary_single/TinyLlama-1.1B-Chat-v1.0/stage1_sweep_20260409_011936.json
